entity1,entity1_type,relation,entity2,entity2_type,pdf_name,source
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
streptococcus sanguinis,protein,missing interaction,oral microbiome,other,PMC11184915,"streptococcus sanguinis showed a significant, lasting decrease in abundance from t0 to t3."
t7 rna polymerase,protein,molecular interaction or relation,mrna,non-coding rna,PMC11173937,"t7 rna polymerase transitions from an initiation phase, which involves binding to the t7 promoter and the initiation of de novo mrna synthesis, to an elongation phase releasing the rna product through the mono subunit."
t7 rna polymerase,protein,molecular interaction or relation,mrna fragments,non-coding rna,PMC11173937,fragmented mrna may also be produced during the complex process of t7 rna polymerase-catalyzed mrna synthesis.
t7 rna polymerase,protein,molecular interaction or relation,hydrolysis,chemical process,PMC11173937,"fragmented mrna is often caused by mrna degradation, in which hydrolysis plays a key role."
arid1a,gene,molecular interaction or relation,pik3ca,gene,PMC11322660,"arid1a and/or pik3ca mutations were mutually exclusive with dna repair related genes, including tp53, brca1, and atm."
whole exome-sequencing,technique,binding/association,microarray,technique,PMC11322660,"we performed whole exome-sequencing, microarray, and dna methylation array in 78 ccoc samples according to the original diagnosis."
dna methylation array,technique,binding/association,normal tissues,tissue,PMC11322660,"clustering of ccoc and other ovarian carcinomas (n = 270) with normal tissues from the fallopian tube, ovarian surface epithelium, endometrial epithelium, and pelvic peritoneum mesothelium (ppm) in a methylation array showed that major ccoc subtypes (with arid1a and/or pik3ca mutations) were associated with the ppm-like cluster (n = 64)."
clear cell ovarian carcinoma (ccoc),disease,binding/association,pelvic peritoneum mesothelium (ppm),tissue,PMC11322660,"clustering of ccoc and other ovarian carcinomas (n = 270) with normal tissues from the fallopian tube, ovarian surface epithelium, endometrial epithelium, and pelvic peritoneum mesothelium (ppm) in a methylation array showed that major ccoc subtypes (with arid1a and/or pik3ca mutations) were associated with the ppm-like cluster (n = 64)."
major ccoc subtypes,disease,binding/association,immunoreactive signatures,phenotype,PMC11322660,"among these, subtypes (1–3) and others (4 and 5) were found to be associated with immunoreactive signatures and epithelial-mesenchymal transition, respectively."
major ccoc subtypes,disease,binding/association,epithelial-mesenchymal transition,phenotype,PMC11322660,"among these, subtypes (1–3) and others (4 and 5) were found to be associated with immunoreactive signatures and epithelial-mesenchymal transition, respectively."
genetic ancestry,other,correlation,somatic mutations,protein,PMC11321170,"increased afr ancestry was associated with higher odds of somatic mutations in apc, kras, and pik3ca and lower odds of braf mutations."
genetic ancestry,other,correlation,consensus molecular subtypes (cms),phenotype,PMC11321170,"greater afr ancestry and the nh black category were associated with higher rates of cms3, while a higher proportion of hispanic/latino patients exhibited indeterminate cms classifications."
hispanic/latino,other,correlation,indeterminate cms classifications,phenotype,PMC11321170,a higher proportion of hispanic/latino patients exhibited indeterminate cms classifications.
african ancestry (afr),other,correlation,higher odds of somatic mutations,phenotype,PMC11321170,"increased afr ancestry was associated with higher odds of somatic mutations in apc, kras, and pik3ca and lower odds of braf mutations."
east asian ancestry (eas),other,correlation,lower odds of mutations,phenotype,PMC11321170,increased eas ancestry was associated with lower odds of mutations in kras.
european ancestry (eur),other,correlation,higher odds of mutations,phenotype,PMC11321170,eur with higher odds in braf.
non-hispanic black (nh black),other,correlation,higher rates of cms3,phenotype,PMC11321170,greater afr ancestry and the nh black category were associated with higher rates of cms3.
non-hispanic white (nh white),other,correlation,lower rates of cms3,phenotype,PMC11321170,nh white had the lowest proportion (23%) of eocrc.
consensus molecular subtypes (cms),phenotype,correlation,indeterminate classifications,phenotype,PMC11321170,a higher proportion of hispanic/latino patients exhibited indeterminate cms classifications.
genetic ancestry proportions,other,correlation,somatic mutations in relevant crc genes,protein,PMC11321170,"we assessed association of genetic ancestry proportions and imputed race and ethnicity categories with somatic mutations in relevant crc genes and in 2608 expression profiles, as well as 1957 consensus molecular subtypes (cms)."
genetic ancestry proportions,other,correlation,gene expression profiles,protein,PMC11321170,"we assessed association of genetic ancestry proportions and imputed race and ethnicity categories with somatic mutations in relevant crc genes and in 2608 expression profiles, as well as 1957 consensus molecular subtypes (cms)."
genetic ancestry proportions,other,correlation,consensus molecular subtypes (cms),phenotype,PMC11321170,"we assessed association of genetic ancestry proportions and imputed race and ethnicity categories with somatic mutations in relevant crc genes and in 2608 expression profiles, as well as 1957 consensus molecular subtypes (cms)."
imputed race and ethnicity categories,other,correlation,somatic mutations in relevant crc genes,protein,PMC11321170,"we assessed association of genetic ancestry proportions and imputed race and ethnicity categories with somatic mutations in relevant crc genes and in 2608 expression profiles, as well as 1957 consensus molecular subtypes (cms)."
imputed race and ethnicity categories,other,correlation,gene expression profiles,protein,PMC11321170,"we assessed association of genetic ancestry proportions and imputed race and ethnicity categories with somatic mutations in relevant crc genes and in 2608 expression profiles, as well as 1957 consensus molecular subtypes (cms)."
imputed race and ethnicity categories,other,correlation,consensus molecular subtypes (cms),phenotype,PMC11321170,"we assessed association of genetic ancestry proportions and imputed race and ethnicity categories with somatic mutations in relevant crc genes and in 2608 expression profiles, as well as 1957 consensus molecular subtypes (cms)."
genetic ancestry,other,correlation,early onset colorectal cancer (eocrc),disease,PMC11321170,"the hispanic/latino category had the highest proportion of eocrc (37%), while nh white had the lowest proportion (23%)."
genetic ancestry,other,correlation,advanced disease,disease,PMC11321170,"most patients had advanced disease, with 4254 (81% of those with known stage) diagnosed with stage iv disease."
genetic ancestry,other,correlation,microsatellite instability (msi) status,phenotype,PMC11321170,see additional file 1: tables s2 and s3 for patient characteristics stratified by msi status.
genetic ancestry,other,correlation,tumor mutational burden (tmb),phenotype,PMC11321170,"tmb count (mutations/mb) 3 (2, 5) 3 (2, 5) 3 (2, 5) 4 (2, 6) 3 (2, 5) < 0.001"
genetic ancestry,other,correlation,tumor/normal tissue status,phenotype,PMC11321170,tumor and normal 152 (59%) 626 (66%) 246 (59%) 659 (62%) 3486 (61%)
genetic ancestry,other,correlation,cancer primary site,phenotype,PMC11321170,left colon 34 (13%) 98 (10%) 52 (12%) 88 (8.3%) 524 (9.1%)
genetic ancestry,other,correlation,sequenced tissue site,phenotype,PMC11321170,crc (primary) 137 (53%) 554 (58%) 211 (50%) 556 (53%) 2841 (49%)
